Title
1,  0.69, 53.20,
2,  0.69, 52.75,
3,  0.66, 64.73,
4,  0.53, 77.60,
5,  0.56, 74.93,
6,  0.55, 75.52,
7,  0.55, 75.82,
8,  0.51, 80.13,
9,  0.52, 79.02,
10,  0.49, 81.62,
11,  0.49, 81.62,
12,  0.50, 81.40,
13,  0.51, 80.58,
14,  0.50, 81.47,
15,  0.49, 81.62,
16,  0.50, 80.36,
17,  0.49, 81.99,
18,  0.49, 82.44,
19,  0.49, 82.14,
20,  0.51, 80.21,
21,  0.49, 82.59,
22,  0.48, 83.11,
23,  0.48, 82.44,
24,  0.49, 82.29,
25,  0.47, 83.71,
26,  0.48, 82.44,
27,  0.48, 83.04,
28,  0.47, 83.33,
29,  0.47, 83.78,
30,  0.47, 83.63,
31,  0.48, 83.04,
32,  0.47, 83.85,
33,  0.46, 84.60,
34,  0.48, 83.18,
35,  0.47, 83.71,
36,  0.47, 83.85,
37,  0.48, 83.04,
38,  0.48, 83.56,
39,  0.47, 84.23,
40,  0.46, 84.90,
41,  0.48, 82.96,
42,  0.47, 84.23,
43,  0.48, 82.89,
44,  0.52, 78.94,
45,  0.47, 84.30,
46,  0.46, 84.90,
47,  0.47, 84.38,
48,  0.47, 84.23,
49,  0.48, 83.48,
50,  0.47, 84.67,
51,  0.47, 84.45,
52,  0.46, 85.49,
53,  0.47, 84.45,
54,  0.46, 85.12,
55,  0.46, 84.82,
56,  0.48, 83.26,
57,  0.47, 84.45,
58,  0.46, 84.82,
59,  0.48, 82.74,
60,  0.46, 85.04,
61,  0.47, 83.63,
62,  0.47, 84.30,
63,  0.46, 84.82,
64,  0.46, 85.27,
65,  0.47, 83.85,
66,  0.47, 83.78,
67,  0.48, 82.96,
68,  0.46, 84.97,
69,  0.46, 84.75,
70,  0.47, 84.30,
71,  0.47, 84.30,
72,  0.47, 84.15,
73,  0.49, 81.77,
74,  0.52, 78.87,
75,  0.45, 85.86,
75,  0.44, 87.62,
