Title
1,  0.69, 52.46,
2,  0.69, 52.83,
3,  0.69, 53.42,
4,  0.69, 54.02,
5,  0.60, 69.87,
6,  0.54, 76.49,
7,  0.55, 76.04,
8,  0.52, 79.09,
9,  0.50, 80.51,
10,  0.50, 81.18,
11,  0.50, 80.58,
12,  0.49, 81.25,
13,  0.50, 81.40,
14,  0.49, 81.70,
15,  0.52, 78.94,
16,  0.49, 82.07,
17,  0.49, 81.85,
18,  0.48, 83.04,
19,  0.47, 83.71,
20,  0.47, 83.26,
21,  0.49, 82.14,
22,  0.50, 80.88,
23,  0.47, 83.93,
24,  0.47, 83.33,
25,  0.47, 83.93,
26,  0.48, 82.89,
27,  0.45, 86.01,
28,  0.46, 85.04,
29,  0.46, 85.34,
30,  0.45, 85.86,
31,  0.45, 85.79,
32,  0.45, 86.16,
33,  0.45, 85.49,
34,  0.45, 85.42,
35,  0.45, 85.86,
36,  0.45, 85.71,
37,  0.44, 87.05,
38,  0.45, 85.71,
39,  0.45, 85.79,
40,  0.46, 85.19,
41,  0.45, 85.94,
42,  0.47, 84.60,
43,  0.44, 86.68,
44,  0.45, 85.57,
45,  0.44, 86.16,
46,  0.45, 86.24,
47,  0.44, 86.83,
48,  0.44, 86.24,
49,  0.44, 87.43,
50,  0.44, 86.24,
51,  0.45, 86.38,
52,  0.45, 86.09,
53,  0.44, 87.05,
54,  0.45, 86.46,
55,  0.45, 85.86,
56,  0.46, 85.12,
57,  0.46, 84.97,
58,  0.45, 86.01,
59,  0.45, 86.16,
60,  0.45, 85.86,
61,  0.45, 86.01,
62,  0.45, 86.53,
63,  0.45, 85.94,
64,  0.45, 86.01,
65,  0.45, 86.46,
66,  0.45, 86.53,
67,  0.44, 86.68,
68,  0.45, 86.16,
69,  0.44, 86.68,
70,  0.45, 86.53,
71,  0.45, 86.38,
72,  0.44, 86.61,
73,  0.44, 86.76,
74,  0.44, 86.90,
75,  0.45, 86.38,
49,  0.43, 88.04,
