Title
1,  0.69, 50.00,
2,  0.69, 53.42,
3,  0.65, 62.13,
4,  0.69, 49.85,
5,  0.69, 49.93,
6,  0.69, 49.93,
7,  0.69, 49.85,
8,  0.69, 50.00,
9,  0.69, 50.07,
10,  0.69, 50.15,
11,  0.69, 50.07,
12,  0.69, 50.07,
13,  0.69, 50.07,
14,  0.69, 50.00,
15,  0.69, 50.00,
16,  0.69, 50.00,
17,  0.69, 50.00,
18,  0.69, 50.00,
19,  0.69, 50.00,
20,  0.69, 50.00,
21,  0.69, 50.00,
22,  0.69, 50.00,
23,  0.69, 50.00,
24,  0.69, 50.00,
25,  0.69, 50.00,
26,  0.69, 50.00,
27,  0.69, 50.00,
28,  0.69, 50.00,
29,  0.69, 50.00,
30,  0.69, 50.00,
31,  0.69, 50.00,
32,  0.69, 50.00,
33,  0.69, 50.00,
34,  0.69, 50.00,
35,  0.69, 50.00,
36,  0.69, 50.00,
37,  0.69, 50.00,
38,  0.69, 50.00,
39,  0.69, 50.00,
40,  0.69, 50.00,
41,  0.69, 50.00,
42,  0.69, 50.00,
43,  0.69, 50.00,
44,  0.69, 50.00,
45,  0.69, 50.00,
46,  0.69, 50.00,
47,  0.69, 52.31,
48,  0.69, 50.00,
49,  0.69, 50.00,
50,  0.69, 50.00,
51,  0.69, 50.00,
52,  0.69, 50.00,
53,  0.69, 50.00,
54,  0.69, 50.00,
55,  0.69, 50.00,
56,  0.69, 50.00,
57,  0.69, 50.00,
58,  0.69, 50.00,
59,  0.69, 50.00,
60,  0.69, 50.00,
61,  0.69, 50.00,
62,  0.69, 50.00,
63,  0.69, 50.00,
64,  0.69, 50.07,
65,  0.69, 50.00,
66,  0.69, 50.00,
67,  0.69, 50.00,
68,  0.69, 50.00,
69,  0.69, 50.00,
70,  0.69, 50.00,
71,  0.69, 50.00,
72,  0.69, 50.00,
73,  0.69, 50.00,
74,  0.69, 50.00,
75,  0.69, 50.00,
3,  0.66, 61.19,
