Title
1,  0.69, 52.75,
2,  0.69, 54.24,
3,  0.62, 68.60,
4,  0.56, 74.40,
5,  0.52, 78.57,
6,  0.53, 77.90,
7,  0.51, 80.28,
8,  0.56, 74.03,
9,  0.52, 78.42,
10,  0.51, 79.84,
11,  0.52, 78.50,
12,  0.52, 79.17,
13,  0.49, 82.29,
14,  0.50, 80.88,
15,  0.49, 81.99,
16,  0.51, 79.76,
17,  0.53, 78.05,
18,  0.49, 82.37,
19,  0.49, 82.51,
20,  0.49, 81.62,
21,  0.49, 82.14,
22,  0.48, 82.59,
23,  0.49, 81.99,
24,  0.48, 82.59,
25,  0.49, 81.92,
26,  0.49, 81.92,
27,  0.49, 82.51,
28,  0.51, 79.91,
29,  0.49, 82.07,
30,  0.49, 82.07,
31,  0.50, 81.55,
32,  0.48, 82.14,
33,  0.48, 82.44,
34,  0.48, 83.18,
35,  0.49, 82.59,
36,  0.49, 82.22,
37,  0.47, 83.56,
38,  0.47, 84.08,
39,  0.47, 83.93,
40,  0.48, 83.26,
41,  0.47, 84.52,
42,  0.46, 85.19,
43,  0.45, 85.79,
44,  0.46, 85.04,
45,  0.47, 84.38,
46,  0.46, 84.52,
47,  0.46, 85.27,
48,  0.46, 85.42,
49,  0.46, 85.27,
50,  0.45, 85.57,
51,  0.46, 85.04,
52,  0.45, 85.49,
53,  0.45, 85.79,
54,  0.45, 85.71,
55,  0.45, 86.24,
56,  0.46, 85.34,
57,  0.45, 85.79,
58,  0.47, 84.30,
59,  0.45, 86.38,
60,  0.45, 85.34,
61,  0.45, 85.71,
62,  0.46, 85.19,
63,  0.45, 86.16,
64,  0.46, 85.49,
65,  0.46, 84.97,
66,  0.46, 85.34,
67,  0.46, 84.97,
68,  0.46, 85.34,
69,  0.45, 85.57,
70,  0.46, 85.27,
71,  0.46, 84.97,
72,  0.45, 85.57,
73,  0.45, 85.64,
74,  0.46, 84.67,
75,  0.46, 85.19,
59,  0.44, 87.26,
