Title
1,  0.69, 53.65,
2,  0.65, 68.30,
3,  0.57, 73.44,
4,  0.50, 81.62,
5,  0.49, 82.37,
6,  0.51, 80.51,
7,  0.49, 81.99,
8,  0.49, 81.77,
9,  0.49, 82.14,
10,  0.49, 82.59,
11,  0.49, 82.22,
12,  0.49, 82.44,
13,  0.49, 82.29,
14,  0.48, 82.81,
15,  0.49, 82.14,
16,  0.48, 82.51,
17,  0.49, 82.44,
18,  0.50, 80.80,
19,  0.49, 81.92,
20,  0.49, 82.14,
21,  0.49, 82.37,
22,  0.48, 83.04,
23,  0.49, 82.66,
24,  0.49, 82.14,
25,  0.51, 80.06,
26,  0.49, 82.51,
27,  0.48, 83.41,
28,  0.48, 82.66,
29,  0.47, 84.08,
30,  0.49, 82.37,
31,  0.47, 84.30,
32,  0.49, 81.62,
33,  0.47, 84.45,
34,  0.47, 84.23,
35,  0.48, 83.04,
36,  0.50, 81.62,
37,  0.47, 84.00,
38,  0.48, 83.48,
39,  0.47, 84.60,
40,  0.46, 85.12,
41,  0.45, 86.01,
42,  0.45, 85.57,
43,  0.46, 85.19,
44,  0.47, 84.30,
45,  0.47, 84.38,
46,  0.46, 85.12,
47,  0.48, 83.41,
48,  0.47, 84.38,
49,  0.46, 85.34,
50,  0.47, 84.52,
51,  0.46, 85.19,
52,  0.46, 85.27,
53,  0.45, 85.79,
54,  0.50, 80.80,
55,  0.46, 84.67,
56,  0.46, 85.27,
57,  0.47, 84.23,
58,  0.48, 82.74,
59,  0.46, 84.97,
60,  0.47, 84.82,
61,  0.48, 83.56,
62,  0.46, 85.19,
63,  0.47, 84.15,
64,  0.49, 81.92,
65,  0.46, 84.97,
66,  0.46, 85.42,
67,  0.46, 85.27,
68,  0.46, 85.34,
69,  0.47, 84.38,
70,  0.46, 85.49,
71,  0.46, 85.27,
72,  0.47, 84.45,
73,  0.46, 84.67,
74,  0.45, 86.01,
75,  0.48, 83.04,
41,  0.45, 85.54,
