Title
1,  0.68, 59.15,
2,  0.67, 59.75,
3,  0.65, 61.83,
4,  0.62, 66.29,
5,  0.59, 70.98,
6,  0.59, 71.28,
7,  0.55, 75.15,
8,  0.55, 76.19,
9,  0.52, 78.50,
10,  0.52, 78.50,
11,  0.51, 79.54,
12,  0.52, 79.54,
13,  0.51, 79.84,
14,  0.50, 80.65,
15,  0.49, 81.70,
16,  0.49, 82.29,
17,  0.48, 82.22,
18,  0.49, 82.07,
19,  0.49, 80.06,
20,  0.48, 82.44,
21,  0.48, 83.41,
22,  0.48, 82.89,
23,  0.48, 83.18,
24,  0.47, 84.08,
25,  0.47, 84.08,
26,  0.47, 83.93,
27,  0.45, 85.49,
28,  0.46, 85.12,
29,  0.48, 83.04,
30,  0.47, 84.08,
31,  0.47, 83.85,
32,  0.46, 83.71,
33,  0.45, 85.94,
34,  0.45, 86.24,
35,  0.47, 84.67,
36,  0.46, 84.82,
37,  0.44, 87.72,
38,  0.45, 86.09,
39,  0.45, 86.53,
40,  0.45, 85.94,
41,  0.45, 86.46,
42,  0.44, 87.50,
43,  0.43, 87.43,
44,  0.43, 87.72,
45,  0.45, 86.16,
46,  0.43, 87.80,
47,  0.45, 86.90,
48,  0.44, 87.43,
49,  0.43, 87.95,
50,  0.44, 87.43,
51,  0.43, 88.10,
52,  0.43, 88.02,
53,  0.44, 87.72,
54,  0.44, 87.72,
55,  0.43, 88.17,
56,  0.43, 88.02,
57,  0.43, 88.10,
58,  0.44, 87.28,
59,  0.44, 87.50,
60,  0.43, 87.72,
61,  0.43, 87.80,
62,  0.43, 88.10,
63,  0.43, 87.95,
64,  0.44, 86.90,
65,  0.44, 87.50,
66,  0.45, 85.57,
67,  0.43, 88.10,
68,  0.43, 88.10,
69,  0.44, 87.65,
70,  0.44, 87.50,
71,  0.43, 88.24,
72,  0.44, 87.35,
73,  0.43, 87.87,
74,  0.43, 87.43,
75,  0.43, 87.72,
62,  0.43, 87.80,
