Title
1,  0.62, 65.10,
2,  0.53, 78.35,
3,  0.51, 78.79,
4,  0.61, 69.87,
5,  0.52, 79.24,
6,  0.51, 79.54,
7,  0.51, 79.61,
8,  0.51, 80.13,
9,  0.51, 79.02,
10,  0.50, 80.95,
11,  0.49, 81.47,
12,  0.49, 82.37,
13,  0.49, 81.77,
14,  0.49, 81.62,
15,  0.51, 80.65,
16,  0.49, 82.59,
17,  0.49, 82.37,
18,  0.48, 82.89,
19,  0.49, 81.85,
20,  0.48, 83.56,
21,  0.48, 82.81,
22,  0.48, 82.81,
23,  0.49, 82.51,
24,  0.48, 82.96,
25,  0.47, 84.15,
26,  0.45, 86.31,
27,  0.45, 85.79,
28,  0.45, 85.94,
29,  0.44, 86.83,
30,  0.45, 86.09,
31,  0.45, 86.09,
32,  0.46, 84.82,
33,  0.45, 86.61,
34,  0.46, 85.34,
35,  0.44, 87.20,
36,  0.45, 85.71,
37,  0.45, 86.24,
38,  0.44, 86.38,
39,  0.45, 86.61,
40,  0.44, 86.83,
41,  0.45, 85.71,
42,  0.44, 86.76,
43,  0.44, 87.13,
44,  0.44, 87.43,
45,  0.44, 86.98,
46,  0.44, 86.61,
47,  0.44, 86.68,
48,  0.44, 87.20,
49,  0.45, 86.01,
50,  0.45, 86.31,
51,  0.44, 87.13,
52,  0.44, 87.20,
53,  0.44, 86.68,
54,  0.44, 86.90,
55,  0.44, 87.28,
56,  0.44, 86.90,
57,  0.44, 87.43,
58,  0.44, 87.35,
59,  0.44, 87.05,
60,  0.44, 87.28,
61,  0.44, 87.43,
62,  0.44, 86.98,
63,  0.44, 87.50,
64,  0.44, 87.05,
65,  0.44, 87.35,
66,  0.44, 87.65,
67,  0.44, 87.28,
68,  0.45, 86.31,
69,  0.45, 86.24,
70,  0.44, 86.76,
71,  0.44, 87.57,
72,  0.48, 83.18,
73,  0.45, 86.01,
74,  0.44, 87.28,
75,  0.44, 87.28,
71,  0.43, 87.68,
