Title
1,  0.68, 59.67,
2,  0.58, 71.50,
3,  0.54, 77.53,
4,  0.55, 76.19,
5,  0.53, 78.72,
6,  0.52, 78.20,
7,  0.52, 78.94,
8,  0.51, 79.91,
9,  0.51, 79.17,
10,  0.50, 80.21,
11,  0.50, 80.58,
12,  0.49, 81.62,
13,  0.50, 80.43,
14,  0.49, 81.40,
15,  0.50, 80.95,
16,  0.48, 81.70,
17,  0.49, 81.92,
18,  0.48, 82.44,
19,  0.49, 81.99,
20,  0.48, 83.56,
21,  0.47, 84.00,
22,  0.48, 82.74,
23,  0.47, 83.41,
24,  0.47, 84.38,
25,  0.48, 83.48,
26,  0.48, 83.41,
27,  0.46, 84.75,
28,  0.47, 84.23,
29,  0.46, 84.90,
30,  0.47, 84.30,
31,  0.45, 86.16,
32,  0.45, 86.90,
33,  0.44, 87.05,
34,  0.44, 87.13,
35,  0.44, 87.57,
36,  0.44, 86.46,
37,  0.45, 86.68,
38,  0.44, 86.90,
39,  0.45, 86.46,
40,  0.45, 86.16,
41,  0.45, 85.79,
42,  0.45, 86.01,
43,  0.44, 87.43,
44,  0.44, 86.76,
45,  0.44, 87.05,
46,  0.46, 85.34,
47,  0.46, 85.34,
48,  0.44, 87.05,
49,  0.44, 87.43,
50,  0.44, 87.13,
51,  0.44, 86.90,
52,  0.44, 87.80,
53,  0.44, 86.98,
54,  0.44, 86.83,
55,  0.45, 86.61,
56,  0.45, 86.38,
57,  0.44, 86.61,
58,  0.44, 86.61,
59,  0.47, 83.71,
60,  0.44, 86.90,
61,  0.44, 86.98,
62,  0.45, 85.94,
63,  0.44, 86.90,
64,  0.44, 86.76,
65,  0.44, 87.35,
66,  0.44, 87.13,
67,  0.44, 87.28,
68,  0.44, 87.13,
69,  0.43, 87.65,
70,  0.42, 89.14,
71,  0.43, 87.95,
72,  0.43, 88.54,
73,  0.43, 88.10,
74,  0.43, 87.72,
75,  0.43, 88.62,
70,  0.43, 88.33,
