Title
1,  0.67, 59.08,
2,  0.62, 66.44,
3,  0.56, 74.11,
4,  0.54, 76.34,
5,  0.57, 74.11,
6,  0.52, 78.05,
7,  0.52, 79.17,
8,  0.51, 79.91,
9,  0.50, 79.61,
10,  0.52, 79.02,
11,  0.52, 78.87,
12,  0.50, 79.76,
13,  0.51, 80.21,
14,  0.50, 80.43,
15,  0.52, 79.32,
16,  0.49, 81.03,
17,  0.50, 79.54,
18,  0.50, 81.10,
19,  0.50, 80.88,
20,  0.50, 80.28,
21,  0.50, 81.10,
22,  0.50, 80.43,
23,  0.48, 82.59,
24,  0.50, 81.47,
25,  0.50, 81.40,
26,  0.48, 82.66,
27,  0.48, 83.04,
28,  0.48, 82.96,
29,  0.48, 83.18,
30,  0.48, 83.41,
31,  0.48, 83.18,
32,  0.50, 81.70,
33,  0.51, 80.21,
34,  0.48, 83.63,
35,  0.50, 81.25,
36,  0.49, 81.85,
37,  0.48, 83.26,
38,  0.49, 81.85,
39,  0.48, 82.22,
40,  0.48, 82.96,
41,  0.48, 83.11,
42,  0.49, 82.51,
43,  0.49, 82.59,
44,  0.48, 81.18,
45,  0.56, 74.48,
46,  0.49, 81.92,
47,  0.53, 77.68,
48,  0.47, 83.93,
49,  0.48, 82.74,
50,  0.48, 82.22,
51,  0.48, 83.04,
52,  0.48, 82.74,
53,  0.47, 83.33,
54,  0.48, 83.56,
55,  0.48, 83.18,
56,  0.49, 81.99,
57,  0.49, 80.51,
58,  0.49, 82.44,
59,  0.48, 82.44,
60,  0.48, 82.74,
61,  0.49, 82.29,
62,  0.49, 82.59,
63,  0.48, 83.33,
64,  0.49, 82.44,
65,  0.49, 82.81,
66,  0.48, 83.26,
67,  0.49, 82.22,
68,  0.48, 83.33,
69,  0.47, 83.56,
70,  0.47, 84.00,
71,  0.47, 83.85,
72,  0.47, 83.85,
73,  0.47, 83.41,
74,  0.47, 83.93,
75,  0.48, 83.04,
71,  0.47, 83.75,
