Title
1,  0.69, 52.75,
2,  0.69, 53.72,
3,  0.69, 54.09,
4,  0.62, 66.67,
5,  0.52, 78.65,
6,  0.54, 76.79,
7,  0.54, 77.68,
8,  0.58, 73.44,
9,  0.49, 82.14,
10,  0.51, 80.58,
11,  0.51, 80.58,
12,  0.49, 81.92,
13,  0.49, 81.92,
14,  0.48, 82.96,
15,  0.48, 83.56,
16,  0.48, 82.89,
17,  0.48, 83.04,
18,  0.48, 83.71,
19,  0.48, 83.33,
20,  0.48, 82.81,
21,  0.47, 84.08,
22,  0.47, 83.93,
23,  0.54, 76.71,
24,  0.48, 82.81,
25,  0.47, 83.85,
26,  0.47, 84.15,
27,  0.46, 85.34,
28,  0.46, 85.64,
29,  0.45, 85.94,
30,  0.45, 85.94,
31,  0.46, 85.49,
32,  0.52, 78.72,
33,  0.45, 85.79,
34,  0.45, 85.79,
35,  0.45, 85.79,
36,  0.46, 85.04,
37,  0.46, 85.42,
38,  0.46, 84.82,
39,  0.46, 85.57,
40,  0.45, 85.86,
41,  0.46, 85.34,
42,  0.45, 85.71,
43,  0.46, 85.49,
44,  0.45, 85.94,
45,  0.45, 85.86,
46,  0.45, 86.01,
47,  0.46, 85.42,
48,  0.46, 85.42,
49,  0.45, 85.71,
50,  0.46, 85.64,
51,  0.45, 86.09,
52,  0.46, 85.71,
53,  0.45, 86.01,
54,  0.46, 85.27,
55,  0.46, 84.82,
56,  0.47, 84.52,
57,  0.45, 85.86,
58,  0.47, 84.52,
59,  0.46, 85.12,
60,  0.45, 85.86,
61,  0.45, 86.01,
62,  0.46, 85.64,
63,  0.45, 85.86,
64,  0.45, 86.01,
65,  0.45, 86.38,
66,  0.45, 85.94,
67,  0.45, 85.57,
68,  0.46, 85.49,
69,  0.46, 85.19,
70,  0.45, 85.71,
71,  0.46, 85.49,
72,  0.45, 85.86,
73,  0.45, 85.71,
74,  0.46, 85.49,
75,  0.46, 85.42,
65,  0.45, 86.01,
