Title
1,  0.67, 57.81,
2,  0.66, 60.71,
3,  0.65, 60.86,
4,  0.65, 62.20,
5,  0.65, 60.04,
6,  0.65, 62.20,
7,  0.65, 62.28,
8,  0.65, 62.13,
9,  0.64, 63.17,
10,  0.65, 61.46,
11,  0.65, 62.05,
12,  0.65, 61.53,
13,  0.64, 62.20,
14,  0.64, 62.80,
15,  0.65, 62.05,
16,  0.65, 62.20,
17,  0.65, 63.02,
18,  0.65, 62.43,
19,  0.65, 61.98,
20,  0.76, 54.09,
21,  0.66, 60.94,
22,  0.66, 59.75,
23,  0.65, 63.39,
24,  0.65, 62.13,
25,  0.64, 63.02,
26,  0.70, 50.00,
27,  0.65, 60.57,
28,  0.65, 60.42,
29,  0.65, 60.64,
30,  0.65, 60.57,
31,  0.65, 62.87,
32,  0.63, 64.29,
33,  0.63, 63.69,
34,  0.63, 64.66,
35,  0.62, 65.40,
36,  0.62, 65.33,
37,  0.63, 65.48,
38,  0.62, 65.18,
39,  0.62, 65.40,
40,  0.62, 65.18,
41,  0.62, 66.15,
42,  0.62, 66.22,
43,  0.62, 67.19,
44,  0.62, 66.15,
45,  0.62, 65.62,
46,  0.62, 66.59,
47,  0.62, 66.89,
48,  0.63, 64.36,
49,  0.63, 65.33,
50,  0.62, 65.62,
51,  0.62, 66.07,
52,  0.62, 67.26,
53,  0.62, 67.49,
54,  0.62, 67.41,
55,  0.62, 66.59,
56,  0.62, 67.04,
57,  0.62, 67.26,
58,  0.61, 67.11,
59,  0.62, 67.26,
60,  0.61, 67.41,
61,  0.61, 67.56,
62,  0.62, 67.86,
63,  0.62, 66.82,
64,  0.63, 66.59,
65,  0.62, 67.41,
66,  0.62, 66.59,
67,  0.62, 67.56,
68,  0.62, 68.23,
69,  0.61, 67.34,
70,  0.63, 66.67,
71,  0.64, 64.88,
72,  0.62, 67.11,
73,  0.61, 67.71,
74,  0.62, 67.41,
75,  0.63, 67.71,
69,  0.61, 68.10,
